"episode_id","episode","device_id","screen_sequence","start_timestamp","end_timestamp","timestamp"
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243970258,1759244030257,1759244030257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759244030258,1759244090257,1759244030258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759244030258,1759244090257,1759244090257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759244090258,1759244150257,1759244090258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759244090258,1759244150257,1759244150257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759244150258,1759244210257,1759244150258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759244150258,1759244210257,1759244210257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759244210258,1759244270257,1759244210258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759244210258,1759244270257,1759244270257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759244270258,1759244330257,1759244270258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759244270258,1759244330257,1759244330257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759244330258,1759244338244,1759244330258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759244330258,1759244338244,1759244338244
21,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759248797430,1759248857429,1759248797430
21,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759248797430,1759248857429,1759248857429
21,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759248857430,1759248917429,1759248857430
21,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759248857430,1759248917429,1759248917429
